Numero,Nimi
008621,Laurent-Perrier Champagne Brut
547474,Laurent-Perrier Champagne Demi-Sec
512787,Laurent-Perrier Champagne Ultra Brut
558898,Laurent-Perrier Cuvée Rosé Champagne Brut
546958,Laurent-Perrier Grand Siècle Champagne Brut
572378,Laurent-Perrier Millésimé Champagne Brut 2006
521488,Les Réserves Grand Siècle Champagne
917138,Louis Massing Grand Cru Blanc de Blancs Champagne Brut
541407,Louis Massing Réserve Champagne Brut
562047,Louis Roederer Cristal Champagne Brut 2009
563677,Louis Roederer Cristal Rosé Champagne Brut 2006
578457,Louis Roederer Premier Champagne Brut
553717,Louis Roederer Rosé Champagne Brut 2010
515487,Louis Roederer Vintage Champagne Brut  2008
503097,Louis XV de Venoge Rosé Millésimé Champagne Brut 2006
902667,Moët & Chandon Grand Vintage Champagne Brut 2006
908517,Moët & Chandon Ice Imperial Champagne Demi-Sec
008783,Moët & Chandon Impérial Champagne Brut
008782,Moët & Chandon Impérial Champagne Brut
008179,Moët & Chandon Impérial Champagne Brut
910938,Moët & Chandon Imperial Golden Magnum Champagne Brut
568957,Moët & Chandon MCIII Champagne Brut
589057,Moët & Chandon Rosé Impérial Champagne Brut
924457,Montaubret Champagne Brut
008751,Mumm Champagne Le Demi-Sec
008741,Mumm Cordon Rouge Champagne Brut
536277,Nicolas Feuillatte Millésimé Chardonnay Champagne Brut 2006
008662,Nicolas Feuillatte Réserve Champagne Brut
008229,Nicolas Feuillatte Réserve Champagne Brut
511897,Nicolas Feuillatte Rosé Champagne Brut
543387,Pannier Blanc de Noirs Champagne Brut  2011
512367,Pannier Blanc Velours Champagne Brut
512974,Pannier Sélection Champagne Brut
919067,Paul Goerg Premier Cru Champagne Brut 2005
535927,Philipponnat Clos des Goisses Champagne Brut 2005
598318,Philipponnat Royale Réserve Champagne Brut
536627,Pierre Gimonnet Oenophile 1er cru Blanc de Blancs Champagne Extra Brut 2008
530277,Pierre Gimonnet Special Club Millésimé de Collection Champagne Brut 2008
575748,Pol Roger Champagne Brut 2006
518647,Pol Roger Réserve Champagne Brut
544148,Pol Roger Réserve Champagne Brut Nebuchadnezzar
578657,Pol Roger Rich Champagne Demi-Sec
914977,Ruinart Blanc de Blancs Champagne Brut
577177,Ruinart Champagne Brut
588547,Saint-Maurice Champagne Brut
590977,Salon Le Mesnil Blanc de Blancs Champagne Brut 2002
561867,Taittinger Comtes de Champagne Blanc de Blancs Brut 2006
502657,Taittinger Comtes de Champagne Blanc de Blancs Champagne Brut 2006
536187,Taittinger Millésimé Champagne Brut 2009
904387,Taittinger Nocturne Champagne Sec
008616,Taittinger Prestige Rosé Champagne Brut
582787,Taittinger Réserve Champagne Brut
582788,Taittinger Réserve Champagne Brut
008601,Veuve Clicquot Champagne Brut
008603,Veuve Clicquot Champagne Brut
586114,Veuve Clicquot Champagne Brut
008815,Veuve Clicquot Champagne Demi-Sec
008611,Veuve Clicquot Champagne Sec
575137,Veuve Clicquot La Grande Dame 2006 Champagne Brut 2006
553827,Veuve Clicquot La Grande Dame Rosé Champagne Brut  2004
525897,Veuve Clicquot Vintage Champagne Brut 2008
568367,Vilmart Coeur de Cuvée 1er Cru Champagne Brut 2008
510517,Vollereaux Rosé de Saignée Champagne Brut
580287,Blue Nun Gold Edition
583997,Deinhard Medium Dry
595887,Deinhard Rosé de Blanc et Noir Halbtrocken
562197,'Devil''s Rock Riesling Sec'
545037,Dr. Loosen Riesling Extra Dry
008702,Henkell Brut Vintage 2014
008944,Henkell Trocken
008941,Henkell Trocken Sekt Dry
008501,Elysée No 1 Demi-Sec
008521,Elysée Rosé Demi-Sec
564797,Hermannin Hengi
533977,Chapel Hill Chardonnay Brut
008951,Törley Casino Sec
008956,Törley Charmant Rouge Sweet
008953,Törley Talisman Demi Sec
519137,Cloudy Bay Pelorus Brut
586027,Lindauer Cuvée Brut
939667,Lindauer Rosé Brut
591767,'Saint Clair Vicar''s Choice Sauvignon Blanc Bubbles Brut 2015'
532747,Abrau-Durso Demi-Sec 2011
509037,Barefoot Bubbly Pink Moscato Sweet
508847,Gloria Ferrer Carneros Cuvée Brut 2003
539007,Gloria Ferrer Sonoma Brut 2003
548667,Korbel Brut
517657,Gloria Ferrer Blanc de Noir
205386,Bols Raspberry
209146,Chambord Black Raspberry Liqueur
205974,Chymos Lakka  muovipullo
003403,Crème de Cassis de Dijon
900086,De Kuyper Blueberry
178837,Hayman´s Sloe Gin
164914,Heering Cherry
200507,Koskenkorva The Original Strawberry  muovipullo
283956,Lapponia Lakka
288116,Lapponia Mustikka
237716,Lapponia Polar Karpalo
253286,Lapponia Puolukka
108966,Lazzaroni Maraschino
122111,Lignell & Piispanen Lakka  muovipullo
003093,Lignell & Piispanen Lakka-Light
001966,Lignell & Piispanen Mesimarjalikööri
260484,Lignell & Piispanen Mustaherukka
260646,Lignell & Piispanen Puolukka-Pihlajanmarja
250946,Lignell & Piispanen Vadelma  muovipullo
002133,Liviko Metsmaasikas Wild Strawberry
233643,Liviko Metsmaasikas Wild Strawberry  muovipullo
932336,Marjakossu Mustikka
291376,Marjakossu Puolukka
268507,Pople Strawberry
237224,Pramia Mustaherukka Rommi Likööri  muovipullo
234366,Rooftop Garden Organic Blueberry Ginger
255216,Summer Garden Blueberry
224096,Bols Blue Curacao
295676,Bols Pear
159226,Cointreau
159221,Cointreau
105057,Cointreau Noir
262226,De Kuyper Apricot Brandy
217496,De Kuyper Sour Apple
272086,De Kuyper Sour Grapefruit
212166,De Kuyper Sour Rhubarb
111806,De Kuyper Triple Sec
238966,Disco Shot Sour Blueberry & Pomegranate  muovipullo
002215,Grand Marnier Cordon Rouge
287437,Koskenkorva The Original Peach  muovipullo
123086,Limoncello di Sorrento
003135,Malibu
272547,Passoã Passion Fruit
002171,Piña Colada Forever
234876,Pisang Ambon
271484,Pramia Banaanilikööri  muovipullo
275087,Rhuby
260047,Sourz Apple
223667,Sourz Mango
160794,Southern Comfort
218043,The Original Peachtree
272546,Vilma Verigreippi  muovipullo
003092,Xanté
151176,Xanté Dark Chocolate & Pear
140757,Black Velvet Toasted Caramel
117636,Bols Cacao White
180096,Bols Parfait Amour
001843,Diesel Peppermint
002313,Disaronno Originale
002315,Disaronno Originale
161256,Fireball
231537,Frangelico
218096,Gabriel Boudier Creme de Menthe
921196,Gold Strike
209094,Helmi Kaakaolikööri  muovipullo
243476,Hotti Hedelmä-Salmiakki  muovipullo
123597,'Jack Daniel''s Tennessee Honey'
901296,Jaloviina Kaski
115837,Jägermeister Spice
197456,Koskenkorva Minttu  muovipullo
144796,Leijona Minttu-Suklaa Shot  muovipullo
184506,Leijona Minttu-Toffee Shot  muovipullo
109846,Leijona Pastilli Shot  muovipullo
107716,Meukow Vanilla
218353,Mint Fresh Pfefferminzlikör
173076,Minttu Black Mint
109066,Minttu Choco Mint
147271,Minttu Peppermint  muovipullo
003002,Minttu Peppermint 40 %
149833,Minttu Peppermint 50%  muovipullo
164696,Minttu Polar Pear
232054,Pramia Hunaja-Rommilikööri  muovipullo
236356,RubyBlue Chilli Pepper
190386,Scandinavian Vahwa Terwa  muovipullo
002064,Terva
279486,The Ufo Shot Original  muovipullo
231164,Toffee  muovipullo
112806,Vaccari Sambuca
127736,Brancamenta
002202,Chartreuse
144526,Chymos Yrttisnapsi  muovipullo
002246,Drambuie
180954,Galliano Vanilla
001875,Jahti Yrttisnapsi
003114,Jägermeister
003155,Jägermeister
003113,Jägermeister
131148,Jägermeister
131158,Jägermeister
131143,Jägermeister
112544,Killepitsch
118514,Licor 43 Cuarenta y Tres
118764,Prinssi Eversti  muovipullo
003384,Stroh Jägertee
101774,Talvi Herbal Mint Liqueur  muovipullo
197306,Valhalla
925951,Valhalla  muovipullo
002144,Vana Tallinn
121443,Vana Tallinn  muovipullo
223814,A.H. Riise XO Rum Cream
002241,Amarula Marula Fruit Cream
265456,Baileys Chocolat Luxe
940427,Baileys Orange Truffle Flavour
002296,Baileys Original Irish Cream
002286,Baileys Original Irish Cream
002295,Baileys Original Irish Cream  muovipullo
223124,'Dooley''s Original Toffee'
251251,'Dooley''s Original Toffee  muovipullo'
002303,Greizer Nuss Nougat
273994,Helmi Kermalikööri  muovipullo
245666,Helmi Mangokermalikööri  muovipullo
284366,Helmi Mangokermalikööri  muovipullo
292767,Helmi Uuniomena
003151,Kissan Minttu
002264,Mozart Chocolate Cream
211804,Pople Smoothie Raspberry-Yogurt  muovipullo
251436,Pople Strawberry Ice Cream  muovipullo
003383,Stroh Cream
263906,Vallaton Päärynäkermalikööri  muovipullo
906276,Koskenkorva Lakritsi
003129,Koskenkorva Salmiakki
154656,Koskenkorva Salmiakki  muovipullo
154654,Koskenkorva Salmiakki  muovipullo
154653,Koskenkorva Salmiakki  muovipullo
252684,Pramia Salmiakki Lakritsi  muovipullo
230017,Royal Salmiakki Snapsi  muovipullo
238874,Royal Vadelma Salmiakkisnapsi  muovipullo
002083,Šamaani Salmari
910966,Scandinavian Laku Shot  muovipullo
290256,Scandinavian Sitruuna LakuShot  muovipullo
291416,Silver Toffee  muovipullo
284626,Café Kahvilikööri  muovipullo
265474,Chymos Café  muovipullo
140006,Galliano Ristretto
229983,Helmi Kahvilikööri  muovipullo
229994,Helmi Kahvilikööri  muovipullo
224253,Helmi Kahvilikööri  muovipullo
123796,Jalokahvi  muovipullo
123704,Jalokahvi  muovipullo
222866,Kahlúa
002056,'Lignell''s Cafe Cognac Liqueur'
223866,'Lignell''s Cafe Cognac Liqueur  muovipullo'
264064,Meukow Xpresso
293334,Pramia Yölintu Whisky-Kahvilikööri  muovipullo
222456,'Sheridan''s'
217197,Ural Mocca  muovipullo
130446,Carlshamns Flaggpunsch Original
121602,Angostura
147432,De Kuyper Original Elixirs Cocoa Bitters
186022,De Kuyper Original Elixirs Orange Bitters
107596,Fernet Branca
107592,Fernet Branca
002302,Gammel Dansk
133631,Underberg
002394,'Underberg  pullo 3 x 0,02 l'
121946,Zwack Unicum
002353,Campari
002354,Campari
133284,Carillo  muovipullo
133287,Carillo  muovipullo
137297,Champion  muovipullo
240366,Pramia Karparol  muovipullo
527354,Emiliana Late Harvest Organic Sauvignon Blanc  2015
439554,La Garnacha de Hielo 2009
463876,Ètim Verema Tardana 2014
514864,Nederburg The Winemasters Noble Late Harvest 2014
567847,'Canti Moscato d''Asti 2015'
557844,'La Caliera Moscato d''Asti 2015'
564324,NES Passito di Pantelleria 2014
479804,Avignonesi Occhio di Pernice Vin Santo di Montepulciano 2000
535404,Avignonesi Vin Santo di Montepulciano 2000
554584,Sangallo Vin Santo di Montepulciano 2009
591644,TreRose Vin Santo di Montepulciano 2009
439346,Domini Veneti Recioto della Valpolicella 2014
007922,Lenz Moser Prestige Trockenbeerenauslese 2014
561964,'Château d''Arche 2010'
516647,Château La Tour Blanche 2009
513667,Château Nairac 2005
502594,Château Rieussec 2010
502967,Château Suduiraut 2008
511414,Château Suduiraut 2010
512884,Dr. Loosen Erdener Prälat Riesling Auslese 2011
515072,Dr. Loosen Riesling Beerenauslese 2013
557004,Mülheimer Helenenkloster Riesling Eiswein 2004
596144,Winzerverein Deidesheim Herrgottsacker Riesling Auslese 2010
508514,Louis Guntrum Silvaner Eiswein 2012
536856,Chateau Dereszla Tokaji Aszú 6 Puttonyos 2006
528786,Patricius Tokaj Aszú 4 Puttonyos 2008
519056,Puklus Pincészet Tokaji Aszú 5 Puttonyos 2008
528074,Cloudy Bay Late Harvest Riesling 2009
